simple-spread-chance,citizen-media-influence,citizen-citizen-influence,ba-m,peak time
0.1,0.01,0.25,3,19
0.1,0.01,0.25,10,22
0.1,0.01,0.5,3,25
0.1,0.01,0.5,10,24
0.1,0.01,0.75,3,25
0.1,0.01,0.75,10,25
0.1,0.05,0.01,10,2
0.1,0.05,0.05,3,13
0.1,0.05,0.05,10,16
0.1,0.05,0.1,3,13
0.1,0.05,0.1,10,23
0.1,0.05,0.25,3,25
0.1,0.05,0.25,10,25
0.1,0.05,0.5,3,25
0.1,0.05,0.5,10,25
0.1,0.05,0.75,3,25
0.1,0.05,0.75,10,24
0.1,0.1,0.01,3,1
0.1,0.1,0.01,10,12
0.1,0.1,0.05,3,18
0.1,0.1,0.05,10,25
0.1,0.1,0.1,3,25
0.1,0.1,0.1,10,25
0.1,0.1,0.25,3,25
0.1,0.1,0.25,10,25
0.1,0.1,0.5,3,25
0.1,0.1,0.5,10,25
0.1,0.1,0.75,3,25
0.1,0.1,0.75,10,24
0.1,0.25,0.01,3,18
0.1,0.25,0.01,10,22
0.1,0.25,0.05,3,25
0.1,0.25,0.05,10,25
0.1,0.25,0.1,3,25
0.1,0.25,0.1,10,24
0.1,0.25,0.25,3,25
0.1,0.25,0.25,10,25
0.1,0.25,0.5,3,25
0.1,0.25,0.5,10,25
0.1,0.25,0.75,3,25
0.1,0.25,0.75,10,25
0.1,0.5,0.01,3,24
0.1,0.5,0.01,10,24
0.1,0.5,0.05,3,25
0.1,0.5,0.05,10,25
0.1,0.5,0.1,3,25
0.1,0.5,0.1,10,25
0.1,0.5,0.25,3,25
0.1,0.5,0.25,10,25
0.1,0.5,0.5,3,25
0.1,0.5,0.5,10,25
0.1,0.5,0.75,3,25
0.1,0.5,0.75,10,25
0.1,0.75,0.01,3,23
0.1,0.75,0.01,10,25
0.1,0.75,0.05,3,25
0.1,0.75,0.05,10,25
0.1,0.75,0.1,3,25
0.1,0.75,0.1,10,25
0.1,0.75,0.25,3,25
0.1,0.75,0.25,10,25
0.1,0.75,0.5,3,25
0.1,0.75,0.5,10,25
0.1,0.75,0.75,3,25
0.1,0.75,0.75,10,25
0.25,0.01,0.01,10,2
0.25,0.01,0.05,3,12
0.25,0.01,0.05,10,25
0.25,0.01,0.1,3,22
0.25,0.01,0.1,10,24
0.25,0.01,0.25,3,25
0.25,0.01,0.25,10,25
0.25,0.01,0.5,3,25
0.25,0.01,0.5,10,25
0.25,0.01,0.75,3,25
0.25,0.01,0.75,10,24
0.25,0.05,0.01,3,22
0.25,0.05,0.01,10,21
0.25,0.05,0.05,3,25
0.25,0.05,0.05,10,25
0.25,0.05,0.1,3,25
0.25,0.05,0.1,10,25
0.25,0.05,0.25,3,25
0.25,0.05,0.25,10,25
0.25,0.05,0.5,3,25
0.25,0.05,0.5,10,25
0.25,0.05,0.75,3,25
0.25,0.05,0.75,10,25
0.25,0.1,0.01,3,24
0.25,0.1,0.01,10,25
0.25,0.1,0.05,3,25
0.25,0.1,0.05,10,25
0.25,0.1,0.1,3,25
0.25,0.1,0.1,10,25
0.25,0.1,0.25,3,25
0.25,0.1,0.25,10,25
0.25,0.1,0.5,3,25
0.25,0.1,0.5,10,25
0.25,0.1,0.75,3,25
0.25,0.1,0.75,10,25
0.25,0.25,0.01,3,25
0.25,0.25,0.01,10,25
0.25,0.25,0.05,3,25
0.25,0.25,0.05,10,25
0.25,0.25,0.1,3,25
0.25,0.25,0.1,10,25
0.25,0.25,0.25,3,25
0.25,0.25,0.25,10,25
0.25,0.25,0.5,3,25
0.25,0.25,0.5,10,25
0.25,0.25,0.75,3,25
0.25,0.25,0.75,10,25
0.25,0.5,0.01,3,25
0.25,0.5,0.01,10,25
0.25,0.5,0.05,3,25
0.25,0.5,0.05,10,25
0.25,0.5,0.1,3,25
0.25,0.5,0.1,10,25
0.25,0.5,0.25,3,25
0.25,0.5,0.25,10,25
0.25,0.5,0.5,3,25
0.25,0.5,0.5,10,25
0.25,0.5,0.75,3,25
0.25,0.5,0.75,10,25
0.25,0.75,0.01,3,25
0.25,0.75,0.01,10,25
0.25,0.75,0.05,3,25
0.25,0.75,0.05,10,25
0.25,0.75,0.1,3,25
0.25,0.75,0.1,10,25
0.25,0.75,0.25,3,25
0.25,0.75,0.25,10,25
0.25,0.75,0.5,3,25
0.25,0.75,0.5,10,25
0.25,0.75,0.75,3,25
0.25,0.75,0.75,10,25
0.5,0.01,0.01,3,12
0.5,0.01,0.01,10,21
0.5,0.01,0.05,3,23
0.5,0.01,0.05,10,25
0.5,0.01,0.1,3,25
0.5,0.01,0.1,10,24
0.5,0.01,0.25,3,25
0.5,0.01,0.25,10,24
0.5,0.01,0.5,3,25
0.5,0.01,0.5,10,25
0.5,0.01,0.75,3,25
0.5,0.01,0.75,10,24
0.5,0.05,0.01,3,25
0.5,0.05,0.01,10,25
0.5,0.05,0.05,3,25
0.5,0.05,0.05,10,25
0.5,0.05,0.1,3,25
0.5,0.05,0.1,10,25
0.5,0.05,0.25,3,25
0.5,0.05,0.25,10,25
0.5,0.05,0.5,3,25
0.5,0.05,0.5,10,25
0.5,0.05,0.75,3,25
0.5,0.05,0.75,10,25
0.5,0.1,0.01,3,25
0.5,0.1,0.01,10,25
0.5,0.1,0.05,3,25
0.5,0.1,0.05,10,25
0.5,0.1,0.1,3,25
0.5,0.1,0.1,10,25
0.5,0.1,0.25,3,25
0.5,0.1,0.25,10,25
0.5,0.1,0.5,3,25
0.5,0.1,0.5,10,25
0.5,0.1,0.75,3,25
0.5,0.1,0.75,10,25
0.5,0.25,0.01,3,25
0.5,0.25,0.01,10,25
0.5,0.25,0.05,3,25
0.5,0.25,0.05,10,25
0.5,0.25,0.1,3,25
0.5,0.25,0.1,10,25
0.5,0.25,0.25,3,25
0.5,0.25,0.25,10,25
0.5,0.25,0.5,3,25
0.5,0.25,0.5,10,25
0.5,0.25,0.75,3,25
0.5,0.25,0.75,10,25
0.5,0.5,0.01,3,25
0.5,0.5,0.01,10,25
0.5,0.5,0.05,3,25
0.5,0.5,0.05,10,25
0.5,0.5,0.1,3,25
0.5,0.5,0.1,10,25
0.5,0.5,0.25,3,25
0.5,0.5,0.25,10,25
0.5,0.5,0.5,3,25
0.5,0.5,0.5,10,25
0.5,0.5,0.75,3,25
0.5,0.5,0.75,10,25
0.5,0.75,0.01,3,25
0.5,0.75,0.01,10,25
0.5,0.75,0.05,3,25
0.5,0.75,0.05,10,25
0.5,0.75,0.1,3,25
0.5,0.75,0.1,10,25
0.5,0.75,0.25,3,25
0.5,0.75,0.25,10,25
0.5,0.75,0.5,3,25
0.5,0.75,0.5,10,25
0.5,0.75,0.75,3,25
0.5,0.75,0.75,10,25
0.75,0.01,0.01,3,22
0.75,0.01,0.01,10,23
0.75,0.01,0.05,3,25
0.75,0.01,0.05,10,25
0.75,0.01,0.1,3,25
0.75,0.01,0.1,10,24
0.75,0.01,0.25,3,25
0.75,0.01,0.25,10,25
0.75,0.01,0.5,3,25
0.75,0.01,0.5,10,25
0.75,0.01,0.75,3,25
0.75,0.01,0.75,10,25
0.75,0.05,0.01,3,25
0.75,0.05,0.01,10,25
0.75,0.05,0.05,3,25
0.75,0.05,0.05,10,25
0.75,0.05,0.1,3,25
0.75,0.05,0.1,10,25
0.75,0.05,0.25,3,25
0.75,0.05,0.25,10,25
0.75,0.05,0.5,3,25
0.75,0.05,0.5,10,25
0.75,0.05,0.75,3,25
0.75,0.05,0.75,10,25
0.75,0.1,0.01,3,25
0.75,0.1,0.01,10,25
0.75,0.1,0.05,3,25
0.75,0.1,0.05,10,25
0.75,0.1,0.1,3,25
0.75,0.1,0.1,10,25
0.75,0.1,0.25,3,25
0.75,0.1,0.25,10,25
0.75,0.1,0.5,3,25
0.75,0.1,0.5,10,25
0.75,0.1,0.75,3,25
0.75,0.1,0.75,10,25
0.75,0.25,0.01,3,25
0.75,0.25,0.01,10,25
0.75,0.25,0.05,3,25
0.75,0.25,0.05,10,25
0.75,0.25,0.1,3,25
0.75,0.25,0.1,10,25
0.75,0.25,0.25,3,25
0.75,0.25,0.25,10,25
0.75,0.25,0.5,3,25
0.75,0.25,0.5,10,25
0.75,0.25,0.75,3,25
0.75,0.25,0.75,10,25
0.75,0.5,0.01,3,25
0.75,0.5,0.01,10,25
0.75,0.5,0.05,3,25
0.75,0.5,0.05,10,25
0.75,0.5,0.1,3,25
0.75,0.5,0.1,10,25
0.75,0.5,0.25,3,25
0.75,0.5,0.25,10,25
0.75,0.5,0.5,3,25
0.75,0.5,0.5,10,25
0.75,0.5,0.75,3,25
0.75,0.5,0.75,10,22
0.75,0.75,0.01,3,25
0.75,0.75,0.01,10,25
0.75,0.75,0.05,3,25
0.75,0.75,0.05,10,25
0.75,0.75,0.1,3,25
0.75,0.75,0.1,10,25
0.75,0.75,0.25,3,25
0.75,0.75,0.25,10,25
0.75,0.75,0.5,3,25
0.75,0.75,0.5,10,25
0.75,0.75,0.75,3,25
0.75,0.75,0.75,10,25
